idx,no_prefix_c1,no_prefix_c2,wait_prefix_c1,wait_prefix_c2,no_c1,no_c2,wait_c1,wait_c2
42,-3.4783833026885986,-3.2539424896240234,-4.951175212860107,-4.914762020111084,-4.022637844085693,-4.0017852783203125,-3.8519132137298584,-3.8108439445495605
43,-4.32490348815918,-4.180929183959961,-3.1071279048919678,-2.868325710296631,-3.386021137237549,-3.519266128540039,-2.7927441596984863,-2.9654533863067627
44,-4.2874579429626465,-3.917980909347534,-2.9400722980499268,-2.8306703567504883,-3.519266128540039,-3.386021137237549,-2.9654533863067627,-2.7927441596984863
45,-4.32490348815918,-4.180929183959961,-5.331614971160889,-5.401495933532715,-3.386021137237549,-3.519266128540039,-3.946993112564087,-4.0344038009643555
46,-4.2874579429626465,-3.917980909347534,-5.206077575683594,-4.992588043212891,-3.519266128540039,-3.386021137237549,-4.0344038009643555,-3.946993112564087
47,-4.32490348815918,-4.180929183959961,-5.354828834533691,-5.229250431060791,-3.386021137237549,-3.519266128540039,-3.8108439445495605,-3.8519132137298584
48,-4.2874579429626465,-3.917980909347534,-4.951175212860107,-4.914762020111084,-3.519266128540039,-3.386021137237549,-3.8519132137298584,-3.8108439445495605
49,-3.664577007293701,-3.3904409408569336,-3.1071279048919678,-2.868325710296631,-2.5952117443084717,-2.806105136871338,-2.7927441596984863,-2.9654533863067627
50,-3.550088405609131,-3.488767385482788,-2.9400722980499268,-2.8306703567504883,-2.806105136871338,-2.5952117443084717,-2.9654533863067627,-2.7927441596984863
51,-3.664577007293701,-3.3904409408569336,-5.331614971160889,-5.401495933532715,-2.5952117443084717,-2.806105136871338,-3.946993112564087,-4.0344038009643555
52,-3.550088405609131,-3.488767385482788,-5.206077575683594,-4.992588043212891,-2.806105136871338,-2.5952117443084717,-4.0344038009643555,-3.946993112564087
53,-3.664577007293701,-3.3904409408569336,-5.354828834533691,-5.229250431060791,-2.5952117443084717,-2.806105136871338,-3.8108439445495605,-3.8519132137298584
54,-3.550088405609131,-3.488767385482788,-4.951175212860107,-4.914762020111084,-2.806105136871338,-2.5952117443084717,-3.8519132137298584,-3.8108439445495605
55,-3.812777280807495,-3.454738140106201,-3.4462883472442627,-3.0635411739349365,-4.328673839569092,-4.392635345458984,-3.0174007415771484,-3.1969242095947266
56,-3.362501859664917,-3.2914750576019287,-3.261120080947876,-3.1197474002838135,-4.392635345458984,-4.328673839569092,-3.1969242095947266,-3.0174007415771484
57,-3.812777280807495,-3.454738140106201,-4.993960857391357,-4.834168434143066,-4.328673839569092,-4.392635345458984,-4.203095436096191,-4.214804649353027
58,-3.362501859664917,-3.2914750576019287,-5.015844821929932,-4.757082939147949,-4.392635345458984,-4.328673839569092,-4.214804649353027,-4.203095436096191
59,-3.812777280807495,-3.454738140106201,-5.079530715942383,-4.589585781097412,-4.328673839569092,-4.392635345458984,-4.175955772399902,-4.053834438323975
60,-3.362501859664917,-3.2914750576019287,-4.722168922424316,-4.732329845428467,-4.392635345458984,-4.328673839569092,-4.053834438323975,-4.175955772399902
61,-5.404292106628418,-4.950909614562988,-3.4462883472442627,-3.0635411739349365,-3.841867446899414,-3.873133659362793,-3.0174007415771484,-3.1969242095947266
62,-5.065079689025879,-4.792985916137695,-3.261120080947876,-3.1197474002838135,-3.873133659362793,-3.841867446899414,-3.1969242095947266,-3.0174007415771484
63,-5.404292106628418,-4.950909614562988,-4.993960857391357,-4.834168434143066,-3.841867446899414,-3.873133659362793,-4.203095436096191,-4.214804649353027
