idx,no_prefix_c1,no_prefix_c2,wait_prefix_c1,wait_prefix_c2,no_c1,no_c2,wait_c1,wait_c2
28,-3.4694948196411133,-3.206808567047119,-3.1794238090515137,-3.0364596843719482,-3.8209471702575684,-3.580639600753784,-4.3499436378479,-4.030274391174316
29,-3.6280267238616943,-2.792776107788086,-3.6477832794189453,-3.095574378967285,-3.580639600753784,-3.8209471702575684,-4.198935508728027,-4.3244781494140625
30,-3.4694948196411133,-3.206808567047119,-3.0582809448242188,-2.9338979721069336,-3.8209471702575684,-3.580639600753784,-4.3244781494140625,-4.198935508728027
31,-3.1219899654388428,-2.1618032455444336,-3.125159502029419,-2.5044264793395996,-2.943258285522461,-3.0496647357940674,-3.234431743621826,-3.422567129135132
32,-3.219863176345825,-3.053955078125,-3.013183116912842,-2.8499467372894287,-3.0496647357940674,-2.943258285522461,-3.422567129135132,-3.234431743621826
33,-3.1219899654388428,-2.1618032455444336,-3.686321973800659,-3.155714511871338,-2.943258285522461,-3.0496647357940674,-4.030274391174316,-4.3499436378479
34,-3.219863176345825,-3.053955078125,-3.1794238090515137,-3.0364596843719482,-3.0496647357940674,-2.943258285522461,-4.3499436378479,-4.030274391174316
35,-3.1219899654388428,-2.1618032455444336,-3.6477832794189453,-3.095574378967285,-2.943258285522461,-3.0496647357940674,-4.198935508728027,-4.3244781494140625
36,-3.219863176345825,-3.053955078125,-3.0582809448242188,-2.9338979721069336,-3.0496647357940674,-2.943258285522461,-4.3244781494140625,-4.198935508728027
37,-2.8427205085754395,-2.3460216522216797,-2.879391670227051,-2.5156102180480957,-3.6920642852783203,-3.832709789276123,-2.866837501525879,-2.9778895378112793
38,-2.535428524017334,-2.376732587814331,-2.6653692722320557,-2.6465775966644287,-3.832709789276123,-3.6920642852783203,-2.9778895378112793,-2.866837501525879
39,-2.8427205085754395,-2.3460216522216797,-3.6342387199401855,-3.430027484893799,-3.6920642852783203,-3.832709789276123,-3.799917697906494,-4.008906364440918
40,-2.535428524017334,-2.376732587814331,-3.1980581283569336,-3.160158395767212,-3.832709789276123,-3.6920642852783203,-4.008906364440918,-3.799917697906494
41,-2.8427205085754395,-2.3460216522216797,-3.316200017929077,-3.0300068855285645,-3.6920642852783203,-3.832709789276123,-4.148251056671143,-4.221569538116455
42,-2.535428524017334,-2.376732587814331,-2.866039752960205,-2.8791582584381104,-3.832709789276123,-3.6920642852783203,-4.221569538116455,-4.148251056671143
43,-3.539816379547119,-3.3662118911743164,-2.879391670227051,-2.5156102180480957,-3.206665515899658,-3.444553852081299,-2.866837501525879,-2.9778895378112793
44,-3.213336229324341,-2.9628982543945312,-2.6653692722320557,-2.6465775966644287,-3.444553852081299,-3.206665515899658,-2.9778895378112793,-2.866837501525879
45,-3.539816379547119,-3.3662118911743164,-3.6342387199401855,-3.430027484893799,-3.206665515899658,-3.444553852081299,-3.799917697906494,-4.008906364440918
46,-3.213336229324341,-2.9628982543945312,-3.1980581283569336,-3.160158395767212,-3.444553852081299,-3.206665515899658,-4.008906364440918,-3.799917697906494
47,-3.539816379547119,-3.3662118911743164,-3.316200017929077,-3.0300068855285645,-3.206665515899658,-3.444553852081299,-4.148251056671143,-4.221569538116455
48,-3.213336229324341,-2.9628982543945312,-2.866039752960205,-2.8791582584381104,-3.444553852081299,-3.206665515899658,-4.221569538116455,-4.148251056671143
49,-3.2070279121398926,-2.679616928100586,-2.8793935775756836,-2.515615940093994,-2.7721619606018066,-2.846214532852173,-2.866837501525879,-2.9778895378112793
50,-2.608604907989502,-2.5973658561706543,-2.665363311767578,-2.6465752124786377,-2.846214532852173,-2.7721619606018066,-2.9778895378112793,-2.866837501525879
51,-3.2070279121398926,-2.679616928100586,-3.634242057800293,-3.4300246238708496,-2.7721619606018066,-2.846214532852173,-3.799917697906494,-4.008906364440918
52,-2.608604907989502,-2.5973658561706543,-3.1980533599853516,-3.1601552963256836,-2.846214532852173,-2.7721619606018066,-4.008906364440918,-3.799917697906494
53,-3.2070279121398926,-2.679616928100586,-3.316199541091919,-3.030000925064087,-2.7721619606018066,-2.846214532852173,-4.148251056671143,-4.221569538116455
54,-2.608604907989502,-2.5973658561706543,-2.866039276123047,-2.879157066345215,-2.846214532852173,-2.7721619606018066,-4.221569538116455,-4.148251056671143
55,-3.3893511295318604,-2.4614531993865967,-3.5216479301452637,-2.7148518562316895,-3.5103306770324707,-3.578932762145996,-3.234431743621826,-3.422567129135132
56,-3.1260552406311035,-3.3183929920196533,-3.00234317779541,-3.1511590480804443,-3.578932762145996,-3.5103306770324707,-3.422567129135132,-3.234431743621826
57,-3.3893511295318604,-2.4614531993865967,-3.1685097217559814,-2.95538067817688,-3.5103306770324707,-3.578932762145996,-4.030274391174316,-4.3499436378479
58,-3.1260552406311035,-3.3183929920196533,-3.567383289337158,-3.4197659492492676,-3.578932762145996,-3.5103306770324707,-4.3499436378479,-4.030274391174316
59,-3.3893511295318604,-2.4614531993865967,-3.3841352462768555,-2.894517660140991,-3.5103306770324707,-3.578932762145996,-4.198935508728027,-4.3244781494140625
60,-3.1260552406311035,-3.3183929920196533,-3.3420608043670654,-3.241006374359131,-3.578932762145996,-3.5103306770324707,-4.3244781494140625,-4.198935508728027
61,-4.314375877380371,-3.5588884353637695,-3.5216479301452637,-2.7148518562316895,-3.580639600753784,-3.8209471702575684,-3.234431743621826,-3.422567129135132
62,-3.721524238586426,-3.760791301727295,-3.00234317779541,-3.1511590480804443,-3.8209471702575684,-3.580639600753784,-3.422567129135132,-3.234431743621826
63,-4.314375877380371,-3.5588884353637695,-3.1685097217559814,-2.95538067817688,-3.580639600753784,-3.8209471702575684,-4.030274391174316,-4.3499436378479
64,-3.721524238586426,-3.760791301727295,-3.567383289337158,-3.4197659492492676,-3.8209471702575684,-3.580639600753784,-4.3499436378479,-4.030274391174316
65,-4.314380168914795,-3.558898687362671,-3.3841352462768555,-2.894517660140991,-3.580639600753784,-3.8209471702575684,-4.198935508728027,-4.3244781494140625
66,-3.7215166091918945,-3.760786533355713,-3.3420608043670654,-3.241006374359131,-3.8209471702575684,-3.580639600753784,-4.3244781494140625,-4.198935508728027
67,-3.749425172805786,-2.7060253620147705,-3.5216479301452637,-2.7148518562316895,-2.943258285522461,-3.0496647357940674,-3.234431743621826,-3.422567129135132
68,-3.202092170715332,-3.5525617599487305,-3.00234317779541,-3.1511590480804443,-3.0496647357940674,-2.943258285522461,-3.422567129135132,-3.234431743621826
69,-3.749425172805786,-2.7060253620147705,-3.1685097217559814,-2.95538067817688,-2.943258285522461,-3.0496647357940674,-4.030274391174316,-4.3499436378479
70,-3.202092170715332,-3.5525617599487305,-3.567383289337158,-3.4197659492492676,-3.0496647357940674,-2.943258285522461,-4.3499436378479,-4.030274391174316
71,-3.749425172805786,-2.7060253620147705,-3.3841352462768555,-2.894517660140991,-2.943258285522461,-3.0496647357940674,-4.198935508728027,-4.3244781494140625
72,-3.202092170715332,-3.5525617599487305,-3.3420608043670654,-3.241006374359131,-3.0496647357940674,-2.943258285522461,-4.3244781494140625,-4.198935508728027
73,-4.341389179229736,-3.2726967334747314,-3.9333930015563965,-3.228036403656006,-3.5103306770324707,-3.578932762145996,-3.234431743621826,-3.422567129135132
74,-4.486525058746338,-3.0300674438476562,-4.066471576690674,-3.40299916267395,-3.578932762145996,-3.5103306770324707,-3.422567129135132,-3.234431743621826
75,-4.341389179229736,-3.2726967334747314,-3.9011611938476562,-3.7115254402160645,-3.5103306770324707,-3.578932762145996,-4.030274391174316,-4.3499436378479
76,-4.486525058746338,-3.0300674438476562,-4.424706935882568,-3.9069221019744873,-3.578932762145996,-3.5103306770324707,-4.3499436378479,-4.030274391174316
77,-4.341389179229736,-3.2726967334747314,-4.207618236541748,-3.6069741249084473,-3.5103306770324707,-3.578932762145996,-4.198935508728027,-4.3244781494140625
78,-4.486525058746338,-3.0300674438476562,-4.767583847045898,-4.036873817443848,-3.578932762145996,-3.5103306770324707,-4.3244781494140625,-4.198935508728027
79,-4.42527961730957,-3.9298834800720215,-3.9333930015563965,-3.228036403656006,-3.580639600753784,-3.8209471702575684,-3.234431743621826,-3.422567129135132
80,-4.975886821746826,-4.2847442626953125,-4.066471576690674,-3.40299916267395,-3.8209471702575684,-3.580639600753784,-3.422567129135132,-3.234431743621826
81,-4.42527961730957,-3.9298834800720215,-3.9011662006378174,-3.711533308029175,-3.580639600753784,-3.8209471702575684,-4.030274391174316,-4.3499436378479
82,-4.975886821746826,-4.2847442626953125,-4.424716472625732,-3.906914234161377,-3.8209471702575684,-3.580639600753784,-4.3499436378479,-4.030274391174316
83,-4.42527961730957,-3.9298834800720215,-4.2076239585876465,-3.6069843769073486,-3.580639600753784,-3.8209471702575684,-4.198935508728027,-4.3244781494140625
84,-4.975886821746826,-4.2847442626953125,-4.767574310302734,-4.036869525909424,-3.8209471702575684,-3.580639600753784,-4.3244781494140625,-4.198935508728027
85,-4.292177677154541,-3.3784408569335938,-3.9333887100219727,-3.2280421257019043,-2.943258285522461,-3.0496647357940674,-3.234431743621826,-3.422567129135132
86,-4.534858226776123,-3.38626766204834,-4.066474437713623,-3.4029958248138428,-3.0496647357940674,-2.943258285522461,-3.422567129135132,-3.234431743621826
87,-4.292177677154541,-3.3784408569335938,-3.9011662006378174,-3.711533308029175,-2.943258285522461,-3.0496647357940674,-4.030274391174316,-4.3499436378479
88,-4.534858226776123,-3.38626766204834,-4.424716472625732,-3.906914234161377,-3.0496647357940674,-2.943258285522461,-4.3499436378479,-4.030274391174316
89,-4.292177677154541,-3.3784408569335938,-4.2076239585876465,-3.6069843769073486,-2.943258285522461,-3.0496647357940674,-4.198935508728027,-4.3244781494140625
90,-4.534858226776123,-3.38626766204834,-4.767574310302734,-4.036869525909424,-3.0496647357940674,-2.943258285522461,-4.3244781494140625,-4.198935508728027
91,-3.3964483737945557,-2.918449878692627,-3.4499716758728027,-3.1091957092285156,-3.5103306770324707,-3.578932762145996,-3.234431743621826,-3.422567129135132
92,-3.168342113494873,-2.907430648803711,-3.3556771278381348,-3.1167354583740234,-3.578932762145996,-3.5103306770324707,-3.422567129135132,-3.234431743621826
93,-3.3964483737945557,-2.918449878692627,-3.810255765914917,-3.7082042694091797,-3.5103306770324707,-3.578932762145996,-4.030274391174316,-4.3499436378479
94,-3.168342113494873,-2.907430648803711,-3.9533095359802246,-3.744534969329834,-3.578932762145996,-3.5103306770324707,-4.3499436378479,-4.030274391174316
95,-3.3964483737945557,-2.918449878692627,-3.7934775352478027,-3.5070338249206543,-3.5103306770324707,-3.578932762145996,-4.198935508728027,-4.3244781494140625
96,-3.168342113494873,-2.907430648803711,-3.7750604152679443,-3.5903706550598145,-3.578932762145996,-3.5103306770324707,-4.3244781494140625,-4.198935508728027
97,-4.212491989135742,-4.212411880493164,-3.4499716758728027,-3.1091957092285156,-3.580639600753784,-3.8209471702575684,-3.234431743621826,-3.422567129135132
98,-4.0891947746276855,-3.59432053565979,-3.3556771278381348,-3.1167354583740234,-3.8209471702575684,-3.580639600753784,-3.422567129135132,-3.234431743621826
99,-4.212491989135742,-4.212411880493164,-3.810255765914917,-3.7082042694091797,-3.580639600753784,-3.8209471702575684,-4.030274391174316,-4.3499436378479
100,-4.0891947746276855,-3.59432053565979,-3.9533095359802246,-3.744534969329834,-3.8209471702575684,-3.580639600753784,-4.3499436378479,-4.030274391174316
101,-4.212491989135742,-4.212411880493164,-3.7934775352478027,-3.5070338249206543,-3.580639600753784,-3.8209471702575684,-4.198935508728027,-4.3244781494140625
102,-4.0891947746276855,-3.59432053565979,-3.7750604152679443,-3.5903706550598145,-3.8209471702575684,-3.580639600753784,-4.3244781494140625,-4.198935508728027
103,-3.4871087074279785,-3.161283493041992,-3.4499716758728027,-3.1091957092285156,-2.943258285522461,-3.0496647357940674,-3.234431743621826,-3.422567129135132
104,-3.338482618331909,-3.0632243156433105,-3.3556771278381348,-3.1167354583740234,-3.0496647357940674,-2.943258285522461,-3.422567129135132,-3.234431743621826
105,-3.4871087074279785,-3.161283493041992,-3.810255765914917,-3.7082042694091797,-2.943258285522461,-3.0496647357940674,-4.030274391174316,-4.3499436378479
106,-3.338482618331909,-3.0632243156433105,-3.9533095359802246,-3.744534969329834,-3.0496647357940674,-2.943258285522461,-4.3499436378479,-4.030274391174316
107,-3.4871087074279785,-3.161283493041992,-3.7934775352478027,-3.5070338249206543,-2.943258285522461,-3.0496647357940674,-4.198935508728027,-4.3244781494140625
108,-3.338482618331909,-3.0632243156433105,-3.7750604152679443,-3.5903706550598145,-3.0496647357940674,-2.943258285522461,-4.3244781494140625,-4.198935508728027
109,-3.122892141342163,-2.310394048690796,-3.208698034286499,-2.634308338165283,-3.5103306770324707,-3.578932762145996,-3.234431743621826,-3.422567129135132
110,-3.124617338180542,-2.5002825260162354,-3.2245631217956543,-2.87446928024292,-3.578932762145996,-3.5103306770324707,-3.422567129135132,-3.234431743621826
111,-3.122892141342163,-2.310394048690796,-3.13419508934021,-2.8527064323425293,-3.5103306770324707,-3.578932762145996,-4.030274391174316,-4.3499436378479
112,-3.124617338180542,-2.5002825260162354,-3.3396553993225098,-2.9605014324188232,-3.578932762145996,-3.5103306770324707,-4.3499436378479,-4.030274391174316
113,-3.122894048690796,-2.3103880882263184,-3.0282297134399414,-2.664782762527466,-3.5103306770324707,-3.578932762145996,-4.198935508728027,-4.3244781494140625
114,-3.1246132850646973,-2.5002753734588623,-3.256664752960205,-2.8918380737304688,-3.578932762145996,-3.5103306770324707,-4.3244781494140625,-4.198935508728027
115,-3.840522289276123,-3.2574357986450195,-3.2086939811706543,-2.6343069076538086,-3.580639600753784,-3.8209471702575684,-3.234431743621826,-3.422567129135132
116,-3.6061108112335205,-3.267426013946533,-3.2245607376098633,-2.874474287033081,-3.8209471702575684,-3.580639600753784,-3.422567129135132,-3.234431743621826
117,-3.840522289276123,-3.2574357986450195,-3.134195327758789,-2.85270357131958,-3.580639600753784,-3.8209471702575684,-4.030274391174316,-4.3499436378479
118,-3.6061108112335205,-3.267426013946533,-3.339651584625244,-2.960498809814453,-3.8209471702575684,-3.580639600753784,-4.3499436378479,-4.030274391174316
119,-3.840522289276123,-3.2574357986450195,-3.0282297134399414,-2.664782762527466,-3.580639600753784,-3.8209471702575684,-4.198935508728027,-4.3244781494140625
120,-3.6061108112335205,-3.267426013946533,-3.256664752960205,-2.8918380737304688,-3.8209471702575684,-3.580639600753784,-4.3244781494140625,-4.198935508728027
121,-3.1173994541168213,-2.402100086212158,-3.2086939811706543,-2.6343069076538086,-2.943258285522461,-3.0496647357940674,-3.234431743621826,-3.422567129135132
122,-2.9540395736694336,-2.628300428390503,-3.2245607376098633,-2.874474287033081,-3.0496647357940674,-2.943258285522461,-3.422567129135132,-3.234431743621826
123,-3.1173994541168213,-2.402100086212158,-3.134195327758789,-2.85270357131958,-2.943258285522461,-3.0496647357940674,-4.030274391174316,-4.3499436378479
124,-2.9540395736694336,-2.628300428390503,-3.339651584625244,-2.960498809814453,-3.0496647357940674,-2.943258285522461,-4.3499436378479,-4.030274391174316
125,-3.1173994541168213,-2.402100086212158,-3.0282297134399414,-2.664782762527466,-2.943258285522461,-3.0496647357940674,-4.198935508728027,-4.3244781494140625
126,-2.9540395736694336,-2.628300428390503,-3.256664752960205,-2.8918380737304688,-3.0496647357940674,-2.943258285522461,-4.3244781494140625,-4.198935508728027
127,-2.847592353820801,-2.128401756286621,-2.915360450744629,-2.414437770843506,-3.5103306770324707,-3.578932762145996,-3.234431743621826,-3.422567129135132
128,-3.1594491004943848,-2.2204246520996094,-3.0340232849121094,-2.367487668991089,-3.578932762145996,-3.5103306770324707,-3.422567129135132,-3.234431743621826
129,-2.8475961685180664,-2.1284008026123047,-3.361262321472168,-3.0676426887512207,-3.5103306770324707,-3.578932762145996,-4.030274391174316,-4.3499436378479
130,-3.159450054168701,-2.220425605773926,-3.645325183868408,-2.8819169998168945,-3.578932762145996,-3.5103306770324707,-4.3499436378479,-4.030274391174316
131,-2.8475961685180664,-2.1284008026123047,-3.243471384048462,-2.9142701625823975,-3.5103306770324707,-3.578932762145996,-4.198935508728027,-4.3244781494140625
132,-3.159450054168701,-2.220425605773926,-3.4840128421783447,-2.7550525665283203,-3.578932762145996,-3.5103306770324707,-4.3244781494140625,-4.198935508728027
133,-4.020264625549316,-3.290390729904175,-2.9153592586517334,-2.4144368171691895,-3.580639600753784,-3.8209471702575684,-3.234431743621826,-3.422567129135132
134,-4.309294700622559,-3.145338535308838,-3.034024953842163,-2.3674893379211426,-3.8209471702575684,-3.580639600753784,-3.422567129135132,-3.234431743621826
135,-4.020264625549316,-3.290390729904175,-3.361262321472168,-3.0676426887512207,-3.580639600753784,-3.8209471702575684,-4.030274391174316,-4.3499436378479
136,-4.309294700622559,-3.145338535308838,-3.645325183868408,-2.8819169998168945,-3.8209471702575684,-3.580639600753784,-4.3499436378479,-4.030274391174316
137,-4.020264625549316,-3.290390729904175,-3.243471384048462,-2.9142701625823975,-3.580639600753784,-3.8209471702575684,-4.198935508728027,-4.3244781494140625
138,-4.309294700622559,-3.145338535308838,-3.4840128421783447,-2.7550525665283203,-3.8209471702575684,-3.580639600753784,-4.3244781494140625,-4.198935508728027
139,-3.033353567123413,-2.302565813064575,-2.9153592586517334,-2.4144368171691895,-2.943258285522461,-3.0496647357940674,-3.234431743621826,-3.422567129135132
140,-3.356088876724243,-2.5413880348205566,-3.034024953842163,-2.3674893379211426,-3.0496647357940674,-2.943258285522461,-3.422567129135132,-3.234431743621826
141,-3.033353567123413,-2.302565813064575,-3.361262321472168,-3.0676426887512207,-2.943258285522461,-3.0496647357940674,-4.030274391174316,-4.3499436378479
142,-3.356088876724243,-2.5413880348205566,-3.645325183868408,-2.8819169998168945,-3.0496647357940674,-2.943258285522461,-4.3499436378479,-4.030274391174316
143,-3.033353567123413,-2.302565813064575,-3.243471384048462,-2.9142701625823975,-2.943258285522461,-3.0496647357940674,-4.198935508728027,-4.3244781494140625
144,-3.356088876724243,-2.5413880348205566,-3.4840128421783447,-2.7550525665283203,-3.0496647357940674,-2.943258285522461,-4.3244781494140625,-4.198935508728027
145,-3.6804981231689453,-2.760350465774536,-3.4873998165130615,-2.746384382247925,-3.6920642852783203,-3.832709789276123,-2.866837501525879,-2.9778895378112793
146,-2.774041175842285,-2.4903666973114014,-2.6888599395751953,-2.6472668647766113,-3.832709789276123,-3.6920642852783203,-2.9778895378112793,-2.866837501525879
147,-3.6804981231689453,-2.760350465774536,-3.5731472969055176,-2.977588415145874,-3.6920642852783203,-3.832709789276123,-3.799917697906494,-4.008906364440918
148,-2.774041175842285,-2.4903666973114014,-2.940310001373291,-2.963789463043213,-3.832709789276123,-3.6920642852783203,-4.008906364440918,-3.799917697906494
149,-3.6804981231689453,-2.760350465774536,-3.5481643676757812,-2.7374820709228516,-3.6920642852783203,-3.832709789276123,-4.148251056671143,-4.221569538116455
150,-2.774041175842285,-2.4903666973114014,-2.7759079933166504,-2.8155689239501953,-3.832709789276123,-3.6920642852783203,-4.221569538116455,-4.148251056671143
151,-4.0318379402160645,-3.158789873123169,-3.4873998165130615,-2.746384382247925,-3.206665515899658,-3.444553852081299,-2.866837501525879,-2.9778895378112793
152,-3.5241689682006836,-3.278477668762207,-2.6888599395751953,-2.6472668647766113,-3.444553852081299,-3.206665515899658,-2.9778895378112793,-2.866837501525879
153,-4.0318379402160645,-3.158789873123169,-3.5731472969055176,-2.977588415145874,-3.206665515899658,-3.444553852081299,-3.799917697906494,-4.008906364440918
154,-3.5241689682006836,-3.278477668762207,-2.940310001373291,-2.963789463043213,-3.444553852081299,-3.206665515899658,-4.008906364440918,-3.799917697906494
155,-4.0318379402160645,-3.158789873123169,-3.5481643676757812,-2.7374820709228516,-3.206665515899658,-3.444553852081299,-4.148251056671143,-4.221569538116455
156,-3.5241689682006836,-3.278477668762207,-2.7759079933166504,-2.8155689239501953,-3.444553852081299,-3.206665515899658,-4.221569538116455,-4.148251056671143
157,-3.872485399246216,-2.8344364166259766,-3.4873998165130615,-2.746384382247925,-2.7721619606018066,-2.846214532852173,-2.866837501525879,-2.9778895378112793
158,-2.9551594257354736,-2.7454676628112793,-2.6888599395751953,-2.6472668647766113,-2.846214532852173,-2.7721619606018066,-2.9778895378112793,-2.866837501525879
159,-3.872485399246216,-2.8344364166259766,-3.5731472969055176,-2.977588415145874,-2.7721619606018066,-2.846214532852173,-3.799917697906494,-4.008906364440918
160,-2.9551594257354736,-2.7454676628112793,-2.940310001373291,-2.963789463043213,-2.846214532852173,-2.7721619606018066,-4.008906364440918,-3.799917697906494
161,-3.872485399246216,-2.8344364166259766,-3.5481643676757812,-2.7374820709228516,-2.7721619606018066,-2.846214532852173,-4.148251056671143,-4.221569538116455
162,-2.9551594257354736,-2.7454676628112793,-2.7759079933166504,-2.8155689239501953,-2.846214532852173,-2.7721619606018066,-4.221569538116455,-4.148251056671143
163,-3.1240780353546143,-2.760979652404785,-3.020110607147217,-2.8225438594818115,-3.6920642852783203,-3.832709789276123,-2.866837501525879,-2.9778895378112793
164,-3.4452431201934814,-2.7446699142456055,-3.459878921508789,-2.748164176940918,-3.832709789276123,-3.6920642852783203,-2.9778895378112793,-2.866837501525879
165,-3.1240780353546143,-2.760979652404785,-3.3377695083618164,-3.483989715576172,-3.6920642852783203,-3.832709789276123,-3.799917697906494,-4.008906364440918
166,-3.4452431201934814,-2.7446699142456055,-3.798492908477783,-3.0473291873931885,-3.832709789276123,-3.6920642852783203,-4.008906364440918,-3.799917697906494
167,-3.1240780353546143,-2.760979652404785,-3.1088807582855225,-3.182114601135254,-3.6920642852783203,-3.832709789276123,-4.148251056671143,-4.221569538116455
168,-3.4452431201934814,-2.7446699142456055,-3.5314526557922363,-2.8473751544952393,-3.832709789276123,-3.6920642852783203,-4.221569538116455,-4.148251056671143
169,-3.9494266510009766,-3.8754851818084717,-3.020110607147217,-2.8225438594818115,-3.206665515899658,-3.444553852081299,-2.866837501525879,-2.9778895378112793
170,-4.45333194732666,-3.3954319953918457,-3.459878921508789,-2.748164176940918,-3.444553852081299,-3.206665515899658,-2.9778895378112793,-2.866837501525879
171,-3.9494266510009766,-3.8754851818084717,-3.3377695083618164,-3.483989715576172,-3.206665515899658,-3.444553852081299,-3.799917697906494,-4.008906364440918
172,-4.45333194732666,-3.3954319953918457,-3.798492908477783,-3.0473291873931885,-3.444553852081299,-3.206665515899658,-4.008906364440918,-3.799917697906494
173,-3.9494266510009766,-3.8754851818084717,-3.1088807582855225,-3.182114601135254,-3.206665515899658,-3.444553852081299,-4.148251056671143,-4.221569538116455
174,-4.45333194732666,-3.3954319953918457,-3.5314526557922363,-2.8473751544952393,-3.444553852081299,-3.206665515899658,-4.221569538116455,-4.148251056671143
175,-3.4945907592773438,-3.1517105102539062,-3.020110607147217,-2.8225438594818115,-2.7721619606018066,-2.846214532852173,-2.866837501525879,-2.9778895378112793
176,-3.796858549118042,-3.0634706020355225,-3.459878921508789,-2.748164176940918,-2.846214532852173,-2.7721619606018066,-2.9778895378112793,-2.866837501525879
177,-3.494596004486084,-3.151714563369751,-3.337775230407715,-3.4839892387390137,-2.7721619606018066,-2.846214532852173,-3.799917697906494,-4.008906364440918
178,-3.796853542327881,-3.0634686946868896,-3.7984914779663086,-3.047330141067505,-2.846214532852173,-2.7721619606018066,-4.008906364440918,-3.799917697906494
